Marca;Modelo;Tipo;Combustível;Impacto;Custo;Ano;Km;Cor;Cor_Tipo;Nº Portas;Dimensão;Capacidade_Carga;Ar Condicionado;Tipo de Caixa;Tração;Cavalos;Preço;Tecnologia;Segurança
Honda;Accord;CUV;Elétrico;Sustentável;Baixo;2020;43915;Cinza;Fosco;5;Grande;Grande;Sim;Automática;Traseira;280;52016.44;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;Q7;SUV;Diesel;Alto;Normal;2014;151319;Verde;Metalico;3;Grande;Grande;Sim;Manual;Dianteira;308;71359.41;"Autopilot;EcoMode;GPS;PainelDigital";"ABS;AssitenciaTrajetoria;AssistenteTravagem;ControleTração"
Mercedes;A-Class;Sedan;Diesel;Alto;Normal;2000;214188;Branco;Fluorescente;3;Pequeno;Grande;Não;Manual;4x4;455;42936.62;"PainelDigital;Autopilot;AssistenteEstacionamento;EcoMode;SOS;AssitenciaArranque";"AssistenteTravagem;ABS;Airbags;ControleTração;AssitenciaTrajetoria"
Mercedes;C-Class;COUPE;Diesel;Alto;Normal;2004;246022;Verde;Fluorescente;3;Pequeno;Pequeno;Não;Automática;Traseira;201;50832.56;"AssistenteEstacionamento;GPS;Autopilot;PainelDigital;EcoMode;AssitenciaArranque;SOS";"ControleTração;ABS;Airbags;AssitenciaTrajetoria"
Honda;Civic;Sedan;Gasolina;Baixo;Elevado;2018;68182;Azul;Fosco;5;Pequeno;Grande;Sim;Automática;Traseira;264;100827.11;"PainelDigital;SOS;AssistenteEstacionamento;EcoMode;AssitenciaArranque;CruiseControl;Autopilot";"ControleTração;AssitenciaTrajetoria;AssistenteTravagem;Airbags;ABS"
Audi;A3;Hatch Back;Diesel;Alto;Normal;2020;171079;Vermelho;Fluorescente;3;Pequeno;Grande;Sim;Manual;Dianteira;217;39413.72;"AssistenteEstacionamento;SOS;CruiseControl;Autopilot;PainelDigital;EcoMode;AssitenciaArranque;GPS";"ControleTração;Airbags;AssitenciaTrajetoria"
Tesla;Model X;SUV;Elétrico;Sustentável;Baixo;2016;48974;Preto;Fosco;5;Grande;Grande;Sim;Manual;Traseira;524;102140.56;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Tesla;Model 3;Sedan;Diesel;Alto;Normal;2007;174315;Preto;Fluorescente;5;Pequeno;Grande;Sim;Manual;Dianteira;517;95822.01;"AssistenteEstacionamento;Autopilot;PainelDigital;AssitenciaArranque;CruiseControl;SOS";"Airbags;AssistenteTravagem;AssitenciaTrajetoria;ControleTração;ABS"
Ford;Fiesta;SUPERCAR;Diesel;Alto;Normal;2023;30708;Verde;Fluorescente;5;Pequeno;Pequeno;Sim;Manual;Traseira;594;110992.33;"AssistenteEstacionamento;EcoMode;CruiseControl;AssitenciaArranque;PainelDigital;GPS";"Airbags;ABS;ControleTração;AssistenteTravagem"
Ford;Fiesta;Sedan;Diesel;Alto;Normal;2013;166562;Branco;Fosco;3;Pequeno;Grande;Sim;Automática;Traseira;148;35910.17;"AssitenciaArranque;Autopilot;SOS;PainelDigital;EcoMode;AssistenteEstacionamento;CruiseControl;GPS";"Airbags;ABS;AssistenteTravagem;ControleTração;AssitenciaTrajetoria"
Honda;CR-V;Hatch Back;Elétrico;Sustentável;Baixo;2016;32012;Azul;Prolado;5;Pequeno;Grande;Sim;Manual;Dianteira;168;116452.17;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;Taycan;COUPE;Diesel;Alto;Normal;1997;160283;Cinza;Fosco;5;Pequeno;Pequeno;Sim;Manual;Dianteira;402;15624.03;"PainelDigital;GPS;EcoMode;CruiseControl";"Airbags;AssitenciaTrajetoria;ABS"
Toyota;Yaris;Hatch Back;Diesel;Alto;Normal;2022;44485;Branco;Prolado;3;Pequeno;Grande;Sim;Manual;Dianteira;382;118688.63;"SOS;GPS;AssistenteEstacionamento;CruiseControl;EcoMode;Autopilot;PainelDigital";"ABS;AssitenciaTrajetoria;Airbags"
Volkswagen;Tiguan;COUPE;Diesel;Alto;Normal;2006;223989;Cinza;Metalico;5;Pequeno;Pequeno;Sim;Automática;Traseira;236;105514.31;"SOS;CruiseControl;PainelDigital";"AssistenteTravagem;ControleTração;AssitenciaTrajetoria"
Audi;Q5;SUPERCAR;Gasolina;Baixo;Elevado;2021;43889;Verde;Fluorescente;3;Pequeno;Pequeno;Sim;Manual;Traseira;457;68634.04;"EcoMode;SOS;CruiseControl;GPS;PainelDigital";"Airbags;AssistenteTravagem;AssitenciaTrajetoria;ControleTração"
Porsche;Cayenne;SUPERCAR;Gasolina;Baixo;Elevado;2012;114082;Vermelho;Fluorescente;5;Pequeno;Pequeno;Sim;Manual;Dianteira;300;38116.9;"EcoMode;Autopilot;GPS;SOS";"Airbags;ABS;AssitenciaTrajetoria;ControleTração;AssistenteTravagem"
Audi;Q5;SUPERCAR;Gasolina;Baixo;Elevado;2007;203917;Vermelho;Fosco;5;Pequeno;Pequeno;Não;Automática;4x4;296;32585.9;"EcoMode;AssistenteEstacionamento;GPS;CruiseControl;AssitenciaArranque;Autopilot";"AssistenteTravagem;AssitenciaTrajetoria;Airbags"
Honda;Accord;Sedan;Gasolina;Baixo;Elevado;2020;122871;Verde;Metalico;3;Pequeno;Grande;Sim;Automática;Dianteira;499;104848.93;"PainelDigital;Autopilot;AssitenciaArranque;GPS;AssistenteEstacionamento;EcoMode;CruiseControl;SOS";"AssitenciaTrajetoria;Airbags;ABS;ControleTração"
Mercedes;E-Class;SUV;Elétrico;Sustentável;Baixo;2019;48319;Prata;Metalico;5;Grande;Grande;Sim;Automática;4x4;255;49653.14;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;TT;SUV;Diesel;Alto;Normal;1997;152156;Cinza;Cromado;3;Grande;Grande;Não;Manual;Dianteira;105;4539.46;"EcoMode;CruiseControl;GPS";"ABS;AssitenciaTrajetoria;ControleTração;Airbags"
Mercedes;A-Class;COUPE;Gasolina;Baixo;Elevado;2007;243632;Vermelho;Fluorescente;5;Pequeno;Pequeno;Sim;Automática;4x4;231;50571.81;"EcoMode;CruiseControl;PainelDigital;GPS;AssitenciaArranque;Autopilot;SOS";"ControleTração;Airbags;AssistenteTravagem;AssitenciaTrajetoria"
Ford;Fiesta;Hatch Back;Elétrico;Sustentável;Baixo;2019;36721;Verde;Fosco;5;Pequeno;Grande;Sim;Automática;Traseira;316;118722.29;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Jetta;Sedan;Gasolina;Baixo;Elevado;2006;241880;Prata;Fluorescente;3;Pequeno;Grande;Sim;Manual;4x4;393;52214.65;"CruiseControl;GPS;Autopilot;SOS;AssistenteEstacionamento";"AssistenteTravagem;ControleTração;ABS;AssitenciaTrajetoria"
Honda;Fit;SUV;Diesel;Alto;Normal;1998;164130;Vermelho;Prolado;3;Grande;Grande;Sim;Manual;Dianteira;497;95665.2;"CruiseControl;AssitenciaArranque;EcoMode;AssistenteEstacionamento;PainelDigital;Autopilot;SOS";"AssitenciaTrajetoria;AssistenteTravagem;Airbags;ControleTração;ABS"
Honda;HR-V;Sedan;Diesel;Alto;Normal;2015;104961;Verde;Fosco;5;Pequeno;Grande;Sim;Manual;Dianteira;529;11202.41;"AssistenteEstacionamento;CruiseControl;AssitenciaArranque;EcoMode;PainelDigital;Autopilot";"Airbags;ABS;ControleTração;AssitenciaTrajetoria;AssistenteTravagem"
Audi;Q7;SUV;Gasolina;Baixo;Elevado;2016;62054;Cinza;Metalico;3;Grande;Grande;Sim;Manual;4x4;345;22649.18;"AssitenciaArranque;EcoMode;PainelDigital;SOS";"AssistenteTravagem;Airbags;ABS"
Toyota;Yaris;SUV;Diesel;Alto;Normal;2018;78202;Preto;Fosco;5;Grande;Grande;Sim;Manual;4x4;178;16390.84;"AssistenteEstacionamento;GPS;CruiseControl;AssitenciaArranque;Autopilot;SOS;EcoMode;PainelDigital";"ABS;AssitenciaTrajetoria;ControleTração;Airbags"
Volkswagen;Passat;CUV;Elétrico;Sustentável;Baixo;2019;53753;Cinza;Cromado;5;Grande;Grande;Sim;Manual;Traseira;127;53245.93;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;Cayenne;Sedan;Elétrico;Sustentável;Baixo;2021;57008;Branco;Fosco;5;Pequeno;Grande;Sim;Manual;4x4;557;58106.54;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Jetta;COUPE;Diesel;Alto;Normal;2011;169844;Cinza;Cromado;5;Pequeno;Pequeno;Sim;Manual;Traseira;70;106115.39;"GPS;SOS;PainelDigital;CruiseControl";"ControleTração;Airbags;ABS"
Chevrolet;Suburban;SUPERCAR;Gasolina;Baixo;Elevado;2009;145281;Azul;Metalico;5;Pequeno;Pequeno;Sim;Automática;4x4;109;31796.12;"SOS;GPS;AssitenciaArranque;CruiseControl;EcoMode";"ABS;ControleTração;AssitenciaTrajetoria"
Ford;Explorer;Sedan;Gasolina;Baixo;Elevado;2003;159514;Azul;Fluorescente;5;Pequeno;Grande;Não;Manual;4x4;457;57427.01;"Autopilot;AssistenteEstacionamento;SOS";"ABS;Airbags;AssitenciaTrajetoria;AssistenteTravagem;ControleTração"
Mercedes;C-Class;SUV;Gasolina;Baixo;Elevado;1997;211315;Azul;Metalico;5;Grande;Grande;Sim;Automática;4x4;69;27708.03;"PainelDigital;EcoMode;GPS";"ControleTração;Airbags;AssitenciaTrajetoria"
Toyota;Corolla;SUPERCAR;Gasolina;Baixo;Elevado;2007;152731;Branco;Fosco;3;Pequeno;Pequeno;Sim;Manual;Traseira;357;73569.52;"AssistenteEstacionamento;PainelDigital;Autopilot;SOS";"ControleTração;Airbags;ABS"
Chevrolet;Spark;SUPERCAR;Diesel;Alto;Normal;2007;195089;Prata;Cromado;5;Pequeno;Pequeno;Não;Automática;4x4;73;75657.38;"SOS;GPS;PainelDigital;AssistenteEstacionamento;AssitenciaArranque";"Airbags;AssistenteTravagem;AssitenciaTrajetoria"
Ford;Fiesta;SUPERCAR;Elétrico;Sustentável;Baixo;2019;34372;Branco;Fluorescente;3;Pequeno;Pequeno;Sim;Manual;Traseira;561;11486.18;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Ford;Explorer;Sedan;Diesel;Alto;Normal;2002;191582;Azul;Prolado;5;Pequeno;Grande;Não;Automática;4x4;496;21324.74;"AssitenciaArranque;EcoMode;CruiseControl;PainelDigital";"Airbags;AssitenciaTrajetoria;ABS;AssistenteTravagem;ControleTração"
BMW;X3;COUPE;Gasolina;Baixo;Elevado;2021;41117;Vermelho;Prolado;5;Pequeno;Pequeno;Sim;Automática;Traseira;405;8109.61;"PainelDigital;AssistenteEstacionamento;CruiseControl;EcoMode;GPS";"Airbags;AssistenteTravagem;AssitenciaTrajetoria"
Porsche;Panamera;Sedan;Gasolina;Baixo;Elevado;2007;228646;Verde;Prolado;5;Pequeno;Grande;Não;Automática;Dianteira;176;4000.94;"EcoMode;GPS;PainelDigital;AssitenciaArranque;AssistenteEstacionamento;Autopilot;SOS";"Airbags;ControleTração;AssitenciaTrajetoria;ABS"
Chevrolet;Malibu;CUV;Diesel;Alto;Normal;1998;217957;Vermelho;Cromado;5;Grande;Grande;Sim;Automática;Traseira;302;19801.41;"Autopilot;PainelDigital;AssitenciaArranque;EcoMode;SOS";"AssistenteTravagem;Airbags;AssitenciaTrajetoria;ControleTração"
Volkswagen;Golf;SUV;Elétrico;Sustentável;Baixo;2016;45090;Azul;Metalico;3;Grande;Grande;Sim;Automática;Dianteira;126;27908.4;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Tesla;Model X;COUPE;Elétrico;Sustentável;Baixo;2018;33407;Verde;Cromado;5;Pequeno;Pequeno;Sim;Manual;Dianteira;386;61361.43;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;X3;Hatch Back;Diesel;Alto;Normal;1996;195553;Cinza;Prolado;5;Pequeno;Grande;Sim;Automática;Dianteira;247;42801.91;"CruiseControl;EcoMode;PainelDigital;Autopilot;AssistenteEstacionamento;SOS";"Airbags;AssitenciaTrajetoria;ControleTração"
Chevrolet;Cruze;SUV;Elétrico;Sustentável;Baixo;2021;51769;Cinza;Fluorescente;5;Grande;Grande;Sim;Automática;Dianteira;251;18259.91;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;3 Series;Sedan;Elétrico;Sustentável;Baixo;2017;54334;Verde;Fluorescente;3;Pequeno;Grande;Sim;Automática;Dianteira;246;59669.78;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Chevrolet;Tahoe;SUPERCAR;Diesel;Alto;Normal;2013;177906;Preto;Metalico;3;Pequeno;Pequeno;Sim;Automática;Dianteira;92;37407.54;"PainelDigital;SOS;Autopilot;EcoMode;CruiseControl";"ABS;ControleTração;AssitenciaTrajetoria;AssistenteTravagem"
Mercedes;A-Class;CUV;Gasolina;Baixo;Elevado;2001;156577;Cinza;Cromado;5;Grande;Grande;Sim;Automática;Traseira;355;97902.16;"SOS;PainelDigital;AssitenciaArranque;CruiseControl;EcoMode;GPS";"ControleTração;AssitenciaTrajetoria;ABS"
Ford;Escape;SUV;Gasolina;Baixo;Elevado;2002;216853;Preto;Fosco;3;Grande;Grande;Não;Automática;4x4;134;12799.96;"AssistenteEstacionamento;PainelDigital;GPS;EcoMode;CruiseControl;SOS;AssitenciaArranque;Autopilot";"AssitenciaTrajetoria;ABS;ControleTração"
Toyota;Yaris;SUPERCAR;Gasolina;Baixo;Elevado;2006;235804;Verde;Fluorescente;3;Pequeno;Pequeno;Não;Automática;4x4;527;20787.64;"AssitenciaArranque;SOS;GPS";"Airbags;ABS;AssistenteTravagem;AssitenciaTrajetoria;ControleTração"
Tesla;Model S;CUV;Diesel;Alto;Normal;2009;91439;Prata;Cromado;3;Grande;Grande;Sim;Automática;Traseira;73;73004.63;"EcoMode;AssistenteEstacionamento;SOS";"AssitenciaTrajetoria;ControleTração;Airbags"
Volkswagen;Passat;Hatch Back;Gasolina;Baixo;Elevado;2016;134775;Verde;Fluorescente;3;Pequeno;Grande;Sim;Automática;Dianteira;335;57783.76;"CruiseControl;AssitenciaArranque;GPS;AssistenteEstacionamento";"ControleTração;Airbags;ABS;AssitenciaTrajetoria;AssistenteTravagem"
Mercedes;E-Class;Sedan;Diesel;Alto;Normal;2021;42665;Verde;Metalico;5;Pequeno;Grande;Sim;Automática;Traseira;93;27573.14;"SOS;GPS;CruiseControl;PainelDigital";"AssistenteTravagem;AssitenciaTrajetoria;ABS;Airbags;ControleTração"
Honda;CR-V;SUV;Diesel;Alto;Normal;2003;191599;Azul;Fosco;5;Grande;Grande;Não;Automática;4x4;445;48782.28;"CruiseControl;EcoMode;GPS;Autopilot;SOS";"ControleTração;Airbags;AssistenteTravagem"
Honda;Accord;SUV;Gasolina;Baixo;Elevado;2022;51116;Preto;Cromado;5;Grande;Grande;Sim;Manual;4x4;212;82079.86;"GPS;SOS;CruiseControl;EcoMode";"AssistenteTravagem;AssitenciaTrajetoria;ControleTração"
Volkswagen;Jetta;Sedan;Gasolina;Baixo;Elevado;2000;182925;Azul;Fluorescente;3;Pequeno;Grande;Sim;Automática;Dianteira;411;109258.87;"Autopilot;AssistenteEstacionamento;SOS;GPS;PainelDigital;EcoMode;AssitenciaArranque;CruiseControl";"ControleTração;Airbags;AssistenteTravagem;ABS"
Porsche;Taycan;CUV;Elétrico;Sustentável;Baixo;2022;49919;Vermelho;Fosco;3;Grande;Grande;Sim;Automática;Traseira;366;29273.16;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;5 Series;Sedan;Diesel;Alto;Normal;2023;53582;Preto;Fosco;5;Pequeno;Grande;Sim;Automática;4x4;283;78947.08;"GPS;PainelDigital;EcoMode;AssitenciaArranque;Autopilot;CruiseControl";"Airbags;AssitenciaTrajetoria;ControleTração;AssistenteTravagem"
Volkswagen;Passat;Hatch Back;Gasolina;Baixo;Elevado;2010;140247;Branco;Fluorescente;5;Pequeno;Grande;Sim;Manual;4x4;88;3433.14;"EcoMode;AssitenciaArranque;Autopilot;PainelDigital";"ControleTração;AssitenciaTrajetoria;Airbags;AssistenteTravagem"
Toyota;Prius;Sedan;Diesel;Alto;Normal;2021;59324;Azul;Fosco;5;Pequeno;Grande;Sim;Automática;4x4;499;15192.65;"PainelDigital;SOS;Autopilot;GPS";"ControleTração;Airbags;AssitenciaTrajetoria"
Tesla;Model S;SUPERCAR;Gasolina;Baixo;Elevado;2001;179919;Cinza;Fluorescente;3;Pequeno;Pequeno;Sim;Automática;4x4;582;50378.3;"SOS;GPS;PainelDigital;CruiseControl;EcoMode;AssitenciaArranque";"ControleTração;ABS;AssistenteTravagem"
Porsche;Macan;Hatch Back;Gasolina;Baixo;Elevado;2013;80042;Cinza;Prolado;3;Pequeno;Grande;Sim;Manual;Dianteira;397;100914.76;"CruiseControl;SOS;EcoMode;GPS;AssitenciaArranque;Autopilot;AssistenteEstacionamento;PainelDigital";"ABS;AssitenciaTrajetoria;AssistenteTravagem"
Honda;Accord;Hatch Back;Elétrico;Sustentável;Baixo;2022;57104;Branco;Fluorescente;3;Pequeno;Grande;Sim;Automática;Dianteira;210;77194.11;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Tesla;Model Y;SUPERCAR;Elétrico;Sustentável;Baixo;2023;57262;Preto;Fosco;3;Pequeno;Pequeno;Sim;Manual;4x4;113;27380.17;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Volkswagen;Jetta;SUPERCAR;Elétrico;Sustentável;Baixo;2016;49207;Vermelho;Fosco;5;Pequeno;Pequeno;Sim;Automática;4x4;566;81482.6;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Ford;Fiesta;SUPERCAR;Diesel;Alto;Normal;2003;214575;Vermelho;Fluorescente;3;Pequeno;Pequeno;Sim;Manual;4x4;394;79642.05;"SOS;Autopilot;AssitenciaArranque";"AssistenteTravagem;AssitenciaTrajetoria;ABS;Airbags;ControleTração"
Audi;TT;SUPERCAR;Gasolina;Baixo;Elevado;2015;169926;Cinza;Prolado;5;Pequeno;Pequeno;Sim;Manual;Traseira;240;96986.15;"AssitenciaArranque;SOS;PainelDigital;AssistenteEstacionamento;GPS;Autopilot;CruiseControl";"AssistenteTravagem;ABS;ControleTração;Airbags;AssitenciaTrajetoria"
Volkswagen;Jetta;COUPE;Elétrico;Sustentável;Baixo;2017;51599;Branco;Fluorescente;5;Pequeno;Pequeno;Sim;Manual;Dianteira;347;83480.37;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Chevrolet;Cruze;SUPERCAR;Elétrico;Sustentável;Baixo;2017;34552;Verde;Prolado;5;Pequeno;Pequeno;Sim;Manual;Dianteira;284;21489.53;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Mercedes;GLC;SUV;Elétrico;Sustentável;Baixo;2020;58501;Prata;Metalico;3;Grande;Grande;Sim;Manual;4x4;233;84991.78;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
BMW;5 Series;SUPERCAR;Gasolina;Baixo;Elevado;1999;191711;Prata;Metalico;3;Pequeno;Pequeno;Sim;Manual;Traseira;555;59410.54;"Autopilot;EcoMode;CruiseControl;AssitenciaArranque;SOS;PainelDigital";"AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Chevrolet;Tahoe;CUV;Diesel;Alto;Normal;2011;75661;Vermelho;Fosco;5;Grande;Grande;Sim;Manual;4x4;173;35223.75;"GPS;CruiseControl;Autopilot;SOS;AssitenciaArranque;PainelDigital;AssistenteEstacionamento";"ControleTração;ABS;AssistenteTravagem;AssitenciaTrajetoria;Airbags"
Volkswagen;Polo;CUV;Elétrico;Sustentável;Baixo;2016;32328;Verde;Fluorescente;5;Grande;Grande;Sim;Automática;Traseira;455;22757.07;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;Cayenne;Sedan;Elétrico;Sustentável;Baixo;2022;49833;Branco;Cromado;3;Pequeno;Grande;Sim;Automática;Dianteira;484;96973.52;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Ford;Explorer;COUPE;Diesel;Alto;Normal;2002;211506;Verde;Metalico;3;Pequeno;Pequeno;Sim;Manual;Dianteira;418;99191.36;"CruiseControl;Autopilot;AssistenteEstacionamento";"AssitenciaTrajetoria;AssistenteTravagem;ABS"
Toyota;Corolla;SUV;Elétrico;Sustentável;Baixo;2019;32223;Azul;Fluorescente;3;Grande;Grande;Sim;Automática;4x4;309;93985.41;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Porsche;Taycan;COUPE;Diesel;Alto;Normal;2018;60975;Branco;Fluorescente;5;Pequeno;Pequeno;Sim;Manual;Dianteira;300;38512.22;"EcoMode;GPS;SOS;AssitenciaArranque;AssistenteEstacionamento;Autopilot;PainelDigital;CruiseControl";"Airbags;ABS;AssitenciaTrajetoria;ControleTração;AssistenteTravagem"
BMW;i8;COUPE;Gasolina;Baixo;Elevado;2011;164990;Vermelho;Cromado;3;Pequeno;Pequeno;Sim;Manual;Dianteira;504;78087.03;"PainelDigital;GPS;EcoMode";"Airbags;ControleTração;AssistenteTravagem;AssitenciaTrajetoria"
Honda;Accord;SUV;Diesel;Alto;Normal;2015;153543;Azul;Metalico;3;Grande;Grande;Sim;Automática;Dianteira;473;53321.43;"PainelDigital;EcoMode;SOS;CruiseControl;GPS";"AssitenciaTrajetoria;ABS;ControleTração;AssistenteTravagem"
Porsche;Panamera;COUPE;Diesel;Alto;Normal;1996;220679;Verde;Fosco;5;Pequeno;Pequeno;Sim;Manual;Dianteira;557;64971.1;"GPS;Autopilot;AssitenciaArranque;EcoMode;AssistenteEstacionamento;PainelDigital";"AssistenteTravagem;ControleTração;Airbags;ABS;AssitenciaTrajetoria"
Ford;Fiesta;SUPERCAR;Diesel;Alto;Normal;2017;160636;Verde;Fluorescente;5;Pequeno;Pequeno;Sim;Manual;Dianteira;407;42077.24;"PainelDigital;AssistenteEstacionamento;Autopilot;AssitenciaArranque;EcoMode;CruiseControl";"Airbags;ControleTração;AssitenciaTrajetoria;ABS"
Porsche;Cayenne;SUPERCAR;Gasolina;Baixo;Elevado;2010;68812;Vermelho;Metalico;5;Pequeno;Pequeno;Sim;Manual;Traseira;268;37657.85;"Autopilot;SOS;GPS;EcoMode;AssitenciaArranque;PainelDigital";"AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem;ABS"
Tesla;Model Y;SUPERCAR;Elétrico;Sustentável;Baixo;2018;32765;Azul;Metalico;3;Pequeno;Pequeno;Sim;Automática;Dianteira;174;61096.99;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Chevrolet;Spark;COUPE;Diesel;Alto;Normal;2004;212990;Vermelho;Cromado;3;Pequeno;Pequeno;Sim;Manual;4x4;288;89731.36;"EcoMode;GPS;AssitenciaArranque;Autopilot;CruiseControl;AssistenteEstacionamento;SOS;PainelDigital";"AssitenciaTrajetoria;ABS;ControleTração;AssistenteTravagem;Airbags"
Honda;CR-V;CUV;Diesel;Alto;Normal;2000;195259;Prata;Prolado;5;Grande;Grande;Não;Manual;4x4;579;46208.08;"PainelDigital;SOS;AssitenciaArranque;Autopilot;CruiseControl;AssistenteEstacionamento;EcoMode;GPS";"ControleTração;AssitenciaTrajetoria;AssistenteTravagem"
Audi;TT;CUV;Elétrico;Sustentável;Baixo;2020;36485;Verde;Metalico;3;Grande;Grande;Sim;Automática;4x4;111;65542.88;"Autopilot;GPS;PainelDigital;AssistenteEstacionamento;SOS;EcoMode;AssitenciaArranque;CruiseControl";"ABS;AssitenciaTrajetoria;Airbags;ControleTração;AssistenteTravagem"
Audi;TT;SUPERCAR;Gasolina;Baixo;Elevado;2013;154925;Verde;Fluorescente;5;Pequeno;Pequeno;Sim;Automática;4x4;256;28346.27;"EcoMode;Autopilot;SOS;CruiseControl;GPS;AssistenteEstacionamento;AssitenciaArranque;PainelDigital";"ABS;AssistenteTravagem;Airbags;AssitenciaTrajetoria;ControleTração"
